Link,Date,Title,Word Count,Character Count
https://saiht.de/legacy/urlaub/1998_thailand.html,2005-02-25,Thailand & Malaysia,798,5470
https://saiht.de/legacy/urlaub/1997_usa.html,2004-11-29,USA - der Westen,133,889
https://saiht.de/legacy/urlaub/1996_erlbach.html,2005-05-05,Erlbach,411,2745
https://saiht.de/legacy/urlaub/1996_austria_winter.html,2005-06-29,mein erster Winterurlaub,94,598
https://saiht.de/legacy/urlaub/liste.html,2012-11-04,Liste der besuchten Lnder des saiht,457,3642
https://saiht.de/legacy/freizeit/fahrrad.html,2009-03-30,die Fahrradseite,2128,12740
https://saiht.de/legacy/freizeit/tschechien.html,2009-01-20,Unsere Tschechientouren,6796,44362
https://saiht.de/legacy/freizeit/tornowsee.html,2006-11-23,Informationen zum Tornowsee,760,4876
https://saiht.de/legacy/freizeit/kanu.html,2006-11-25,"Kanu, saiht und Natur",1232,8302
https://saiht.de/legacy/freizeit/motorrad.html,2006-11-06,die Motorradseite,177,1096
https://saiht.de/legacy/freizeit/einzelevents.html,2008-12-14,Einzelevents,1749,11126
https://saiht.de/legacy/geschichte/aegypten.html,2000-06-29,Die Geschichte Ägyptens,1189,7832
https://saiht.de/legacy/geschichte/maya.html,2000-06-29,Maya,4298,30125
https://saiht.de/legacy/geschichte/angkor.html,2006-12-03,Angkor Wat,4101,24569
https://saiht.de/legacy/geschichte/c14.html,2006-05-06,C14-Zeitbestimmung,3025,19132
https://saiht.de/legacy/computer/history.html,2012-11-20,die saiht-Computergeschichte,2182,13494
https://saiht.de/legacy/computer/atx.html,2000-06-21,Linux schaltet den ATX-Rechner nicht aus,912,5802
https://saiht.de/legacy/computer/benchmark.html,2016-12-05,Kleine Benchmarkseite des saiht,5117,24160
https://saiht.de/legacy/computer/gdm1963.html,2006-11-24,Synchronisierung des Festfrequenzmonitors GDM 1963 HE,820,5549
https://saiht.de/legacy/computer/cdrom.html,2004-01-21,Motherboard zerstrt CD-ROM Laufwerke,925,5899
https://saiht.de/legacy/computer/inder.html,2000-06-22,InderNet,272,1822
https://saiht.de/legacy/computer/crazy.html,2000-06-06,Wie man selbst gesund bleibt und dabei andere Leute in den Wahnsinn treibt:!,363,2342
https://saiht.de/legacy/glossar/family.html,2008-11-03,Familie,48,270
https://saiht.de/legacy/glossar/handy.html,2014-08-01,Handysammlung,876,4763
https://saiht.de/legacy/alt.html,1999-11-11,der saiht im web,251,1592
https://saiht.de/legacy/logfeile/wohnung.html,2006-07-16,Wohnorte auf diesem Planeten,1568,10050
https://saiht.de/legacy/logfeile/gruppe.html,2010-08-09,Gruppenfotos,1283,8742
https://saiht.de/legacy/logfeile/bericht3.html,2006-09-11,Bericht vom 13. 2. 2004,3312,21543
https://saiht.de/legacy/logfeile/bericht2.html,2006-09-11,Bericht vom 14. 11. 2004,7820,49087
https://saiht.de/legacy/logfeile/bericht1.html,2006-09-11,Bericht vom 15. 8. 2003,3568,22283
https://saiht.de/legacy/logfeile/friends.html,2009-09-19,Homepages von Freunden und Bekannten,270,1729
https://saiht.de/legacy/physik/ranseier.html,2001-03-12,Karl Ranseier ist tot,277,1865
https://saiht.de/legacy/physik/reform.html,2000-10-12,Mathematikunterricht nach der Bildungsreform,200,1329
https://saiht.de/legacy/physik/thesis/thesis.html,2006-08-28,"Photoemission on narrow Bandgap II-VI-semiconductors Diplomarbeit HUMBOLDT-UNIVERSITÄT ZU BERLIN
INSTITUT FÜR PHYSIK
AG ELEKTRONISCHE EIGENSCHAFTEN UND SUPRALEITUNG",880,5225
https://saiht.de/legacy/physik/thesis/diploma.html,2006-08-30,Detailinformationen zur Diplomarbeit,1030,7074
https://saiht.de/legacy/physik/thesis/diplomae.html,2006-08-30,Detailinformationen zur Diplomarbeit,997,6132
https://saiht.de/legacy/physik/program/vir2qti.cpp,2006-08-14,vir2qti.cpp,805,5251
https://saiht.de/legacy/physik/program/vir2qti.java,2006-08-14,vir2qti.java,861,6058
https://saiht.de/legacy/projekte/bibel/bibel1.html,2003-02-25,das Bibelleseprogramm im ersten Jahr,6803,41164
https://saiht.de/legacy/projekte/bibel/bibel2.html,2000-06-06,das Bibelleseprogramm im zweiten Jahr,8203,47901
https://saiht.de/legacy/projekte/bibel/bibel3.html,2000-06-06,das Bibelleseprogramm im dritten Jahr,8441,49084
https://saiht.de/legacy/projekte/auslegung.html,2004-01-08,Beispiel einer extremen (und beiderseits falschen) Bibelauslegung (Rmer 10:2),769,4854
https://saiht.de/legacy/projekte/zeitleiste/zeit2.html,2006-08-30,Zeitleiste horizontal,814,4077
https://saiht.de/legacy/projekte/zeitleiste/zeit3.html,2006-08-30,Zeitleiste horizontal,212,1208
https://saiht.de/legacy/projekte/zeitleiste/zeit4.html,2006-09-07,Zeitleiste horizontal,212,1208
https://saiht.de/legacy/logfeile/sitemap.html,2007-08-12,Sitemap,970,6652
https://saiht.de/legacy/urlaub/2013_usa_plan.html,2009-01-27,Per Auto quer durch den Osten Nordamerikas,886,5639
https://saiht.de/legacy/urlaub/2009_jordan_bilder.html,2009-08-10,Mit dem Auto nach Jordanien,441,2514
https://saiht.de/legacy/urlaub/2008_usa_bilder.html,2008-12-05,Die Ostküste der USA: Florida und New York,210,1126
https://saiht.de/legacy/urlaub/1998_italy_winter.html,2005-05-05,Winterurlaub Dolomiten,24,140
https://saiht.de/legacy/urlaub/1998_thailand_pic.html,2007-05-26,Thailand & Malaysia - nur die Bilder,14,93
https://saiht.de/legacy/urlaub/1997.html,2002-07-02,tote Verweisseite,272,1769
https://saiht.de/legacy/freizeit/bilder.html,2009-06-22,Unsere Tschechientouren,215,1257
https://saiht.de/legacy/freizeit/tschechien00.html,2006-12-03,Unsere Tschechientouren,1203,7297
https://saiht.de/legacy/freizeit/einladungen.html,2008-04-19,Unsere Tschechientouren,479,3038
https://saiht.de/legacy/freizeit/teilnehmer.html,2008-05-23,Teilnehmer der Tschechientouren,206,1387
https://saiht.de/legacy/freizeit/witz.html,2006-02-03,Unsere Tschechientouren,52,364
https://saiht.de/legacy/computer/anmerkung.html,2000-06-21,Anmerkung,86,566
https://saiht.de/legacy/lite/impressum.html,2006-02-09,Impressum,575,3832
https://saiht.de/legacy/lite/projekte/projekte.html,2006-02-09,Projekte des saiht,1357,8831
https://saiht.de/legacy/lite/urlaub/urlaub.html,2005-07-13,Wo war der saiht im Urlaub?,1319,8389
https://saiht.de/legacy/lite/freizeit/freizeit.html,2005-05-10,Freizeit,675,4167
https://saiht.de/legacy/lite/geschichte/geschichte.html,2005-01-01,interessante Fragen der Geschichte,468,3045
https://saiht.de/legacy/physik/thesis/data/vir2qti.cpp,2006-08-14,vir2qti.cpp,805,5251
https://saiht.de/legacy/physik/thesis/data/vir2qti.exe,2006-08-14,vir2qti.exe,59835,456516
https://saiht.de/legacy/physik/thesis/data/vir2qti,2006-08-14,vir2qti,769,4744
https://saiht.de/legacy/physik/thesis/data/vir2qti.java,2006-08-14,vir2qti.java,861,6058
https://saiht.de/legacy/physik/thesis/data/vir2qti.class,2006-08-14,vir2qti.class,769,4744
https://saiht.de/legacy/lite/guestbook.html,2005-01-03,Gstebuch,435,2558
https://saiht.de/legacy/lite/hardware.html,2006-02-09,verwendete Hardware,791,5152
https://saiht.de/legacy/lite/computer/html.html,2005-06-17,HTML-Seiten selbst erstellen,1046,6440
https://saiht.de/legacy/lite/computer/computer.html,2005-07-09,Computerseite des saiht,491,3249
https://saiht.de/legacy/lite/physik/physik.html,2006-02-23,Studium zum Diplom-Physiker,663,4989
https://saiht.de/legacy/lite/projekte/01bibellesen.html,2006-02-09,Bibellesen,849,5583
https://saiht.de/legacy/lite/projekte/deutsch.html,2002-02-14,Bildung durch Lesen,1029,6861
https://saiht.de/legacy/lite/projekte/10wahrheit.html,2000-06-29,Was ist Wahrheit?,272,1847
https://saiht.de/legacy/lite/projekte/08psychologie.html,2000-06-29,Psychologie,120,833
https://saiht.de/legacy/lite/projekte/09propaganda.html,2003-06-29,Propaganda und Irrefhrungen,391,2625
https://saiht.de/legacy/lite/projekte/02leben.html,2005-07-29,Kann Leben durch Zufall entstehen?,1385,9734
https://saiht.de/legacy/lite/projekte/03jesus.html,2006-02-09,Wann wurde Jesus geboren?,1755,11146
https://saiht.de/legacy/lite/projekte/04ledigsein.html,2006-01-24,Grnde fr das Ledigsein,303,1960
https://saiht.de/legacy/lite/projekte/05exfreund.html,2006-01-25,Wieso wird aus so vielen Jungs bald ein Exfreund?,151,972
https://saiht.de/legacy/lite/projekte/06papier.html,2005-07-29,Wie oft kann man ein Blatt Papier falten?,1006,6030
https://saiht.de/legacy/lite/projekte/07abitur.html,2005-06-22,Wie erhlt man ein Abitur?,1137,7779
https://saiht.de/legacy/lite/projekte/11freundschaft.html,2000-05-24,Freundschaft,249,1577
https://saiht.de/legacy/lite/projekte/umfang.html,2006-02-15,HTML-Seiten selbst erstellen,169,893
https://saiht.de/legacy/lite/projekte/99leer.html,2006-01-24,Leerprojekt,101,667
https://saiht.de/legacy/lite/urlaub/2006_usa.html,2005-05-05,Ostkste der USA,31,198
https://saiht.de/legacy/lite/urlaub/2004_transsib.html,2005-05-05,21000 km mit der Transsibirischen Eisenbahn,312,2226
https://saiht.de/legacy/lite/urlaub/2002_ukraine.html,2005-12-05,Sommerschule in der Ukraine,719,5129
https://saiht.de/legacy/lite/urlaub/2001_fahrrad.html,2001-10-03,mit dem Rad nach Rumnien,1126,8107
https://saiht.de/legacy/lite/urlaub/2000_afrika.html,2005-05-05,7 Wochen Afrika,314,1995
https://saiht.de/legacy/lite/urlaub/1998_thailand.html,2005-02-25,Thailand & Malaysia,752,5168
https://saiht.de/legacy/lite/urlaub/1996_erlbach.html,2005-05-05,Erlbach,411,2745
https://saiht.de/legacy/lite/freizeit/fahrrad.html,2006-01-08,die Fahrradseite,1191,7375
https://saiht.de/legacy/lite/freizeit/tschechien.html,2006-02-23,Unsere Tschechientouren,4125,26180
https://saiht.de/legacy/lite/freizeit/tornowsee.html,2004-11-23,Informationen zum Tornowsee,760,4876
https://saiht.de/legacy/lite/freizeit/kanu.html,2004-11-25,"Kanu, saiht und Natur",385,2363
https://saiht.de/legacy/lite/freizeit/motorrad.html,2005-07-06,die Motorradseite,160,978
https://saiht.de/legacy/lite/freizeit/einzelevents.html,2006-02-13,Einzelevents,515,3263
https://saiht.de/legacy/lite/geschichte/aegypten.html,2000-06-29,die Geschichte gyptens,764,4998
https://saiht.de/legacy/lite/geschichte/maya.html,2000-06-29,Maya,18,88
https://saiht.de/legacy/lite/geschichte/angkor.html,2001-12-13,Angkor Wat,387,2451
https://saiht.de/legacy/lite/geschichte/c14.html,2005-05-06,C14-Zeitbestimmung,1633,9793
https://saiht.de/legacy/lite/computer/history.html,2005-06-16,die saiht-Computergeschichte,1097,7051
https://saiht.de/legacy/lite/logfeile/logfeile.html,2006-01-03,Chronologie der saiht-Seiten,1796,11360
https://saiht.de/legacy/lite/glossar/glossar.html,2006-02-10,Glossar,1969,14113
https://saiht.de/legacy/lite/computer/atx.html,2000-06-21,Linux schaltet den ATX-Rechner nicht aus,912,5802
https://saiht.de/legacy/lite/computer/gdm1963.html,2004-01-24,Synchronisierung des Festfrequenzmonitors GDM 1963 HE,719,4902
https://saiht.de/legacy/lite/computer/cdrom.html,2004-01-21,Motherboard zerstrt CD-ROM Laufwerke,925,5899
https://saiht.de/legacy/lite/computer/inder.html,2000-06-22,InderNet,272,1821
https://saiht.de/legacy/lite/computer/crazy.html,2000-06-06,Wie man selbst gesund bleibt und dabei andere Leute in den Wahnsinn treibt:!,363,2342
https://saiht.de/legacy/lite/physik/ranseier.html,2001-03-12,Karl Ranseier ist tot,277,1865
https://saiht.de/legacy/lite/physik/reform.html,2000-10-12,Mathematikunterricht nach der Bildungsreform,200,1330
https://saiht.de/legacy/lite/projekte/bibel/bibel1.html,2003-02-25,das Bibelleseprogramm im ersten Jahr,6803,41164
https://saiht.de/legacy/lite/projekte/bibel/bibel2.html,2000-06-06,das Bibelleseprogramm im zweiten Jahr,8203,47901
https://saiht.de/legacy/lite/projekte/bibel/bibel3.html,2000-06-06,das Bibelleseprogramm im dritten Jahr,8441,49084
https://saiht.de/legacy/lite/projekte/auslegung.html,2004-01-08,Beispiel einer extremen (und beiderseits falschen) Bibelauslegung (Rmer 10:2),769,4854
https://saiht.de/legacy/lite/urlaub/2003_elbsandstein.html,2005-05-05,Kurzurlaub im Elbsandsteingebirge,32,233
https://saiht.de/legacy/lite/urlaub/1998_italy_winter.html,2005-05-05,Winterurlaub Dolomiten,24,140
https://saiht.de/legacy/lite/urlaub/1997_usa.html,2004-11-29,USA - der Westen,94,629
https://saiht.de/legacy/lite/urlaub/1996_austria_winter.html,2005-06-29,mein erster Winterurlaub,94,598
https://saiht.de/legacy/lite/logfeile/wohnung.html,2006-02-16,Wohnorte auf diesem Planeten,1246,7919
