Link,Date,Title,Word Count,Character Count
https://kreier.github.io/quartz/Diary/2021,2021-01-01,2021,1331,5403
https://kreier.github.io/quartz/Diary/2022,2022-01-01,2022,1215,4766
https://kreier.github.io/quartz/Diary/2023,2023-01-01,2023,1405,5870
https://kreier.github.io/quartz/Diary/2024,2024-01-01,2024,1372,5544
https://kreier.github.io/quartz/Diary/2025,2025-01-01,2025,6331,31115
https://kreier.github.io/quartz/Diary/2026,2026-01-01,2026,1758,7642
https://kreier.github.io/quartz/Projects/Computer/E3-1226-v3-with-GTX-1060,1226-01-01,E3-1226 v3 with GTX 1060,410,1874
https://kreier.github.io/quartz/Projects/Computer/E5-2696-v3-with-128-GB-RAM,2696-01-01,E5-2696 v3 with 128 GB RAM,712,3647
https://kreier.github.io/quartz/Projects/Computer/HP-EliteDesk-800-G4-TWR,2025-01-09,HP EliteDesk 800 G4 TWR,422,2289
https://kreier.github.io/quartz/Projects/Computer/HP-ProDesk-600-G4-mini-i5-8500T,2024-01-11,HP ProDesk 600 G4 mini i5-8500T,482,2517
https://kreier.github.io/quartz/Projects/Computer/MXQ-Pro-4K,2024-02-03,MXQ Pro 4K,749,3925
https://kreier.github.io/quartz/Projects/Computer/Penta-GPU-server-i3-6100,6100-01-01,Penta-GPU server i3-6100,4120,22344
https://kreier.github.io/quartz/Projects/Computer/Raspberry-Pi-3-with-1-GB-RAM,2024-02-12,Raspberry Pi 3 with 1 GB RAM,374,2064
https://kreier.github.io/quartz/Projects/Computer/Raspberry-Pi-4-with-4-GB-RAM,2026-02-13,Raspberry Pi 4 with 4 GB RAM,428,2407
https://kreier.github.io/quartz/Projects/Timeline,2023-10-17,Timeline,1756,9413
https://kreier.github.io/quartz/Travel/2025/Ha-Giang-loop-a-second-time-in-2025,2025-01-01,Ha Giang loop a second time in 2025,1150,5788
https://kreier.github.io/quartz/Travel/2025/One-week-in-Hanoi-and-Sapa-2025,2025-01-01,One week in Hanoi and Sapa 2025,908,4562
https://kreier.github.io/quartz/Travel/2025/Three-day-journey-to-Hanoi-2025,2025-01-01,Three day journey to Hanoi 2025,717,3804
https://kreier.github.io/quartz/Travel/Leisure/Hiking-in-Vietnam,2025-06-20,Hiking in Vietnam,508,2666
https://saiht.de/obsidian/Diary/2026,2026-12-31,2026,77,487
https://saiht.de/obsidian/Projects/Obsidian,2026-02-26,Obsidian,583,3374
https://saiht.de/obsidian/Projects/Computer/E3-1226-v3-with-GTX-1060,2026-02-26,E3-1226 v3 with GTX 1060,0,0
https://saiht.de/obsidian/Projects/GitHub/Nvidia,2026-02-26,Nvidia,213,1256
https://saiht.de/obsidian/Projects/Hardware-collection,2026-02-26,Hardware collection,0,0
https://saiht.de/obsidian/Travel/Leisure/Hiking-in-Vietnam,2026-02-26,Hiking in Vietnam,0,0
https://saiht.de/obsidian/Leisure,2026-02-25,Leisure,290,1654
https://saiht.de/obsidian/Travel/Leisure/Tschechientour---Weekend-trip-to-Czechia,2026-02-25,Tschechientour - Weekend trip to Czechia,0,0
https://saiht.de/obsidian/,2026-02-25,Digital Garden,823,4639
https://saiht.de/obsidian/My-Projects,2026-02-23,My Projects,276,1593
