Title,Link,Word Count
"[kreier/obsidian] prepare complete history import","https://github.com/kreier/obsidian/commit/eb49403b0fd6801a178747670cb6d51cff8bc91b",4
"[kreier/homelab] fix idle shutdown","https://github.com/kreier/homelab/commit/6e8ac409c1eb36ba6a74723c08eb89388ac9dd54",3
"[kreier/quartz] some llama.cpp tests","https://github.com/kreier/quartz/commit/edd894aff027adbea5caa74e22940db0d74edec8",4
"[kreier/obsidian] some llama.cpp tests","https://github.com/kreier/obsidian/commit/69e14bef4a86c7571565216612fef7117265b8a9",4
"[kreier/llama.cpp-jetson] Add LFM2.5-1.2B-Thinking section to README","https://github.com/kreier/llama.cpp-jetson/commit/cba793e345442fc9f542f3418ae4b0070bd37b06",24
"[kreier/llama.cpp-jetson] Can we compile for Liquid?","https://github.com/kreier/llama.cpp-jetson/commit/15ba3a7a08957049eb06cb91c75b0d46c9f519a9",5
"[kreier/homelab] first iteration - some crashes","https://github.com/kreier/homelab/commit/9880d0fde596bebb18c3b2090a4d8913640e123d",4
"[kreier/wob] code examples, cleanup","https://github.com/kreier/wob/commit/b2064a5a0505b0d9af7a5e029d5f4cee9a2be8b8",3
"[kreier/wob] cleanup","https://github.com/kreier/wob/commit/ce19b314caa3c0ddc9cf1bb69ddd62d5456e67c8",1
"[kreier/wob] Enhance README with project details and examples","https://github.com/kreier/wob/commit/e02f339e893183b54d790e5996d3116b943debc5",30
"[kreier/wob] rough outline","https://github.com/kreier/wob/commit/f0c80636686206cd228274a8980c9a318ba0c444",2
"[kreier/wob] Add wake_penta.py to wake Penta-GPU server","https://github.com/kreier/wob/commit/b8573052fb4ad89a96049cd58520c4b1fc8da3ba",20
"[kreier/wob] starting outline","https://github.com/kreier/wob/commit/6cc2fba011fa39ff3b1b2c103fb64d7ce0954c89",2
"[kreier/wob] Update .gitignore to include .DS_Store","https://github.com/kreier/wob/commit/f7a7f6cab2d38d47b00cdb8a74287c65a1a4d746",12
"[kreier/wob] Initial commit","https://github.com/kreier/wob/commit/85c5f11dbeeca8cecd992d2fd3e90bb3bb10c71d",2
"[kreier/quartz] include some hiking experience","https://github.com/kreier/quartz/commit/2b386e7836ea2c99e2983b3cb9b9d62f29311693",4
"[kreier/obsidian] include some hiking experience","https://github.com/kreier/obsidian/commit/eb32b620c60e7f7744f70fab264d36b1360f1d6b",4
"[kreier/quartz] include Black Virgin Mountain","https://github.com/kreier/quartz/commit/ea65c769a316c765de8d8c465884846e8fbc44f8",4
"[kreier/obsidian] include Black Virgin Mountain","https://github.com/kreier/obsidian/commit/1a08ff84daa51602cbd1481b2b789bd819b52fb2",4
"[kreier/T100] Add BLE project details and Bluetooth module history","https://github.com/kreier/T100/commit/27c4c1da00a1d7529810fa39416a9e558667d80d",34
"[kreier/quartz] document ar65view and related events","https://github.com/kreier/quartz/commit/aac21671276305370fa75788509711a6b73a37d0",5
"[kreier/obsidian] document ar65view and related events","https://github.com/kreier/obsidian/commit/263368b3b544998193998a4c2d582bf283e127f1",5
"[kreier/ar65view-svn] Initialize README.md with project information","https://github.com/kreier/ar65view-svn/commit/5d0def8d78d9f57abeea03aad15182f679d8ae97",16
"[kreier/ar65view-svn] Add .DS_Store to .gitignore for Synology Diskstation","https://github.com/kreier/ar65view-svn/commit/b296a1efee3d027c3c9a1464fca6e7654fb3a081",7
"[kreier/ar65view-svn] Add GNU General Public License v2","https://github.com/kreier/ar65view-svn/commit/ad6cdbcdb8d9f8a046d0eb41e6cf536e55b91b32",6
"[kreier/ar65view] Update build status badge in README.md","https://github.com/kreier/ar65view/commit/96585b5aa1e8ceb6b3508467ba4ab75958f0afef",7
"[kreier/ar65view] Remove HitCount badge from README","https://github.com/kreier/ar65view/commit/dde31eb19ce598a1f8a9f80ceca13e01e5a314b2",10
"[kreier/quartz] expand on Penta-GPU server","https://github.com/kreier/quartz/commit/7eb48e4011f5eefece9bd0fbf56c6c9e212df31e",5
"[kreier/obsidian] expand on Penta-GPU server","https://github.com/kreier/obsidian/commit/4404c54574d9e73d76623d347c25213674c096ec",5
"[kreier/homelab] Merge branch 'main' of https://github.com/kreier/homelab","https://github.com/kreier/homelab/commit/9d76bdf990320fa87307ef635dc227eed0ff6c60",9
"[kreier/homelab] progress on Tuya integration","https://github.com/kreier/homelab/commit/5ea573abdcd860e86afaef4ff793beebff8bfb03",4
"[kreier/homelab] Rename repository and update README content","https://github.com/kreier/homelab/commit/070e74306f5fecec4522ec68f165aaf428c9552b",22
"[kreier/benchmark] updated benchmark results 1 year later","https://github.com/kreier/benchmark/commit/8a9ac10ccbd51652bd9f4c34227f692144df13d3",6
"[kreier/homelab] Add mkdocs-glightbox to installation dependencies","https://github.com/kreier/homelab/commit/f3dcb6cf0956057c742232201c7df632eb4bfedc",6
"[kreier/homelab] Updated structure","https://github.com/kreier/homelab/commit/32efc0c25de465d0c18ce07cc255a674f816ccef",2
"[kreier/quartz] Laptops 2020 and Penta-GPU server","https://github.com/kreier/quartz/commit/1cb95a0a612b98bff0d3d6a44ce5d0014f204b03",6
"[kreier/obsidian] Laptops 2020 and Penta-GPU server","https://github.com/kreier/obsidian/commit/a42b109d9aba9eb8703f564827bfe523915f833d",6
"[kreier/benchmark] expand on 64 bit","https://github.com/kreier/benchmark/commit/aaecfcde9613db993ee2dc0a76cf20624a8f50fa",4
"[kreier/benchmark] updated benchmarks with new P104-100 GPU and different slots in Z170 mainboard","https://github.com/kreier/benchmark/commit/b217d89dc2b0b22daef118234c9a46e415b711f7",13
"[kreier/quartz] Penta-GPU server is running","https://github.com/kreier/quartz/commit/ebb1cb19f5db97ad57058614cdad8bdd8392ca9e",5
"[kreier/obsidian] Penta-GPU server is running","https://github.com/kreier/obsidian/commit/c0c7bb0802059e7342385d0a55b17c4a10ea9290",5
"[kreier/quartz] hardware update documentation","https://github.com/kreier/quartz/commit/3d48c6ed1be790f74cd5536fc21bb884c090c392",3
"[kreier/obsidian] hardware update documentation","https://github.com/kreier/obsidian/commit/8521fb2c2854335d5099bb6ff13d1c171025304c",3
"[kreier/benchmark] Update GPU performance metrics in README","https://github.com/kreier/benchmark/commit/6ac58321a211879100b2a67e3efbaaef754bc9ea",6
"[kreier/benchmark] got a new P104-100 to benchmark","https://github.com/kreier/benchmark/commit/303ee0b7ff5f7ab3345aea36ab2b7b956f21eeb1",7
"[kreier/quartz] Document both Raspberrys Pi3 and Pi4","https://github.com/kreier/quartz/commit/5bfea3f5516531b44d8d0603b4e3c65fe87facfb",6
"[kreier/obsidian] Document both Raspberrys Pi3 and Pi4","https://github.com/kreier/obsidian/commit/797c7b617b0eafbabcd3c273b6109617dd1d934e",6
"[kreier/timeline] Merge pull request #82 from kreier/6.02","https://github.com/kreier/timeline/commit/adab2d8eb7dbe5239b7f360b5f4538ea1909d074",20
"[timeline24/timeline24.github.io] version 6.02 from 2026-02-12","https://github.com/timeline24/timeline24.github.io/commit/3d9c41e59e414e7115dee4d968fb07a78c4bc4e0",15
"[kreier/timeline] batch processed PDF generation, 5 new languages","https://github.com/kreier/timeline/commit/aff4a62e1090927b69379d95e7369fa150162c07",7
"[timeline24/timeline24.github.io] Revise language versions and print links","https://github.com/timeline24/timeline24.github.io/commit/4595f121bd10272ec9304a372465cb046b63f9b6",14
"[kreier/timeline] converted from float year values to YYYY-MM-DD","https://github.com/kreier/timeline/commit/20f931c8d291df35fa7fb44033695cfb321ccbb6",9
"[kreier/timeline] replaced 21 locations where color was *256 since no longer needed","https://github.com/kreier/timeline/commit/80f2028eac220ccbed728e312bf9b96a25c13c73",11
"[kreier/timeline] move daniel2_shift to deprecated, include wikipedia link","https://github.com/kreier/timeline/commit/3adb282fbb45eaa06f78f977645ccb071c69e662",7
"[kreier/timeline] update Korean, visualize editor","https://github.com/kreier/timeline/commit/0a9885e76a3559d40c64d382c884557ac9c3d4f0",4
"[kreier/timeline] Updated editor, Check with Korean","https://github.com/kreier/timeline/commit/ca987e5cf6467e2a532fc7299aff5633cc77794a",5
"[kreier/timeline] Merge pull request #81 from kreier/6.02","https://github.com/kreier/timeline/commit/c65950e677d0ff9363c0f8ea0740367b4ec62a35",18
"[kreier/timeline] include image shift and scale for Daniel 2 image","https://github.com/kreier/timeline/commit/67e69c6d7d8aa0143307654bf0133191e4d46652",9
"[kreier/timeline] updated web editor","https://github.com/kreier/timeline/commit/b10c0d967f5202845544eed3e6ce7c6dbdedc09e",3
"[kreier/timeline] include first edition of web edit for dictionary","https://github.com/kreier/timeline/commit/cd0318951d6628121b3aed133c1181f75997702e",8
"[kreier/timeline] align 42 translations of 571 entries","https://github.com/kreier/timeline/commit/254dc489f59cf9c0ac3af68c352ca72545a9ef51",6
"[kreier/timeline] include 6.01 translations","https://github.com/kreier/timeline/commit/20e5d82a76fab9b663d699bbc28d8ef439a146a1",4
"[kreier/timeline] updated translation for 6.02","https://github.com/kreier/timeline/commit/8115f6b52ed175391fc6fcdaf190c766398e79df",5
"[kreier/timeline] updated run of auto-translate.py","https://github.com/kreier/timeline/commit/454da40dd3202c5d2145593c464b4f7fd9d5a841",6
"[kreier/timeline] Update for new dictionary setup in Google Sheets","https://github.com/kreier/timeline/commit/4a3af9ababa569c7d8376ee5f4fe5c67d1b5df4f",8
"[kreier/timeline] Merge pull request #80 from kreier/6.02","https://github.com/kreier/timeline/commit/bd0657b07df42a0aae80b3614e3b66132d48b2d9",18
"[kreier/timeline] document current state with Google Apps Script","https://github.com/kreier/timeline/commit/e939993b49a8cc20c5373f49a1950ee9f019b1f8",7
"[kreier/timeline] cleanup and organize some clutter after 2.5 years","https://github.com/kreier/timeline/commit/af64b00ef9f471397318f03ed913d160ad063bcc",9
"[kreier/timeline] small fix for digital edition printout","https://github.com/kreier/timeline/commit/bd868cc32d626727f3728060b6df1e211ce9e4d6",6
"[kreier/timeline] realign with CSV export pattern of Pandas","https://github.com/kreier/timeline/commit/f39d08e4108e85dc761422715be2d1fba54e6e93",7
"[kreier/quartz] Include mining and the Triple GPU server","https://github.com/kreier/quartz/commit/9b0baa73eb2be5cf8bc9ab5f41a1667fbd5b9330",7
"[kreier/obsidian] Include mining and the Triple GPU server","https://github.com/kreier/obsidian/commit/86226fa28b1751ce94a240c0c2f45a2b8822f56a",7
"[kreier/impact] Merge pull request #3 from kreier/dependabot/pip/nbconvert-7.17.0","https://github.com/kreier/impact/commit/bfa93181b978821645280cfe5fd96e4f8b387421",22
"[kreier/python2018] Merge pull request #42 from kreier/dependabot/pip/distributed-2026.1.1","https://github.com/kreier/python2018/commit/12f7a8b6dc18a83d1dd259dc74627ba7aec04151",22
"[kreier/python2018] Merge pull request #43 from kreier/dependabot/pip/nbconvert-7.17.0","https://github.com/kreier/python2018/commit/08e35f65d98a3be584c9a0b54fc306d8db30e750",22
"[kreier/quartz] Update quartz landing page","https://github.com/kreier/quartz/commit/0cac00af3075f78dc59876432f9438051fea679e",4
"[kreier/obsidian] Update quartz landing page","https://github.com/kreier/obsidian/commit/078af7156ca04f6c9e47aec6a5ac823655bf809e",4
"[kreier/quartz] document 3 PCs and one M590 mouse fix","https://github.com/kreier/quartz/commit/15946ddfae49bc484705f057782a863b5a7ece8f",8
"[kreier/obsidian] document 3 PCs and one M590 mouse fix","https://github.com/kreier/obsidian/commit/48928d483c16b9eda71ac1d033cd9ded6e00948d",8
"[kreier/quartz] more history of Vietnam 2024-12-26","https://github.com/kreier/quartz/commit/5950441a7e72e62731ed1a1abeaef0a00d00845f",7
"[kreier/obsidian] more history of Vietnam 2024-12-26","https://github.com/kreier/obsidian/commit/e5ce44163edea529275a12b1a3044426457940cc",7
"[kreier/timeline] minor updates in preparation for 6.02","https://github.com/kreier/timeline/commit/1081f3f43e8e43cb55a7db971c9b648cdeded747",7
"[kreier/bilder] create summary and details for target location","https://github.com/kreier/bilder/commit/f45ded15dec45f98f6a7a6925001069058b24e7a",7
"[kreier/prime] finished benchmarks after 2 days","https://github.com/kreier/prime/commit/00ead6097651e5a30270e5cded98093ee290b7aa",5
"[kreier/quartz] Quartz sync: Feb 9, 2026, 1:15 AM","https://github.com/kreier/quartz/commit/a1e167afd8b011d414ebf2c5d9827afd96047407",8
"[kreier/obsidian] Quartz sync: Feb 9, 2026, 1:15 AM","https://github.com/kreier/obsidian/commit/c8ab443a094650ef9b238c4c5702684b6ec07d3e",8
"[kreier/quartz] Merge branch 'v4' of https://github.com/jackyzha0/quartz into v4","https://github.com/kreier/quartz/commit/3aaf3c918241e0564fc962755f63c6d9bd9d8fa8",11
"[ssis-aa/collaborative-code] Update README with p5.js version details","https://github.com/ssis-aa/collaborative-code/commit/1052bc9b64de5fc78b7941ee11d4588990298321",16
"[hviovn/hello-world] Add hello.c to print 'Hello, World!'","https://github.com/hviovn/hello-world/commit/1d196a920c19cf602377a2f6a7900721622a6809",11
"[hviovn/hello-world] cleanup, include Java","https://github.com/hviovn/hello-world/commit/ddb801b88ba31cd1792ebcefbb574f177c858d34",7
"[kreier/homelab] updated WOL problem","https://github.com/kreier/homelab/commit/54f8c05d048b5716a3ff3e47baffed9f990c78f3",3
"[kreier/homelab] updated Tuya network","https://github.com/kreier/homelab/commit/487d92bf283bdbe07f6fab75c709608e3c226d65",3
"[kreier/prime] v5.6.2026 with fixed time measurement","https://github.com/kreier/prime/commit/9f562553cc253dd7a63692e15c8f2fabdf92d6c4",7
"[kreier/prime] preliminary results for 32bit","https://github.com/kreier/prime/commit/cf17386725b7747045ef474ff655966878ecb95a",4
"[kreier/quartz] some homelab updates","https://github.com/kreier/quartz/commit/0de8d39f703b1024ced659e9881235b8605da4f6",3
"[kreier/obsidian] some homelab updates","https://github.com/kreier/obsidian/commit/1a5045e8a8b023dc549727c25550ee70edb28de6",3
"[kreier/prime] results from May 2025","https://github.com/kreier/prime/commit/b4f0c1f2333f69aa4bfc1d384e9192207756be18",28
"[kreier/homelab] fix typos in setup","https://github.com/kreier/homelab/commit/d92258a3dcc152653ac402cbed77579e232a3722",4
"[kreier/homelab] glightbox was not used regardless","https://github.com/kreier/homelab/commit/ae693205d779a2ec9a56720c816c4ea0f9ea56a8",5
"[kreier/homelab] update navigation","https://github.com/kreier/homelab/commit/d6469b395de7870cf902c2b0437a7f2a9447f177",2
"[kreier/homelab] updated navigation","https://github.com/kreier/homelab/commit/f0363b2f474005214bbe54129f15553224378f48",2
"[kreier/homelab] Refactor image paths in README.md","https://github.com/kreier/homelab/commit/1b11472462eeca35161d424143be2139ad171381",18
"[kreier/homelab] Merge pull request #2 from kreier/kreier-patch-1","https://github.com/kreier/homelab/commit/ccd48da011460510c6524bfd621c7e988f51b699",25
"[kreier/homelab] Enhance documentation formatting for homelab setup","https://github.com/kreier/homelab/commit/e7b3abaad7a2176eb4cc495f0de818ea348be895",19
"[kreier/homelab] toggle dark/light mode","https://github.com/kreier/homelab/commit/dcb4e45333b5f17841366a747bdb5849ee798698",4
"[kreier/homelab] suggestions from Gemini","https://github.com/kreier/homelab/commit/8a77f90b93a959faf9168e893a681a03435e9273",3
"[kreier/homelab] fixed name of project","https://github.com/kreier/homelab/commit/66d972ad6d463d4227e9d96281f54f7c89f5678b",4
"[kreier/homelab] Update CI workflow for GitHub Pages deployment","https://github.com/kreier/homelab/commit/c687c1bccf76406e5e9407a76a95736542fd815c",17
"[kreier/homelab] Add CI workflow for deploying documentation","https://github.com/kreier/homelab/commit/edfb0e6e6b110f969fc6f3fcda03f6c9a7e2db7d",6
"[kreier/homelab] outline mkdocs","https://github.com/kreier/homelab/commit/f3a0301a7bb1b4f3188b95d3b534563fd3296ed1",2
"[kreier/homelab] Merge branch 'main' of https://github.com/kreier/homeserver","https://github.com/kreier/homelab/commit/8fe8533fed18375f9787dfb2895a1d1a241bdeb7",9
"[kreier/homelab] prepare for MkDocs","https://github.com/kreier/homelab/commit/1e899952ec27c88160c89747afe475c730be15a4",3
"[kreier/location24] Implement geolocation fetching from API","https://github.com/kreier/location24/commit/fdaeb5bcf6455e319f0b25a14c7f3b0e612814ad",17
"[kreier/location24] Create Cargo.toml with package and dependencies","https://github.com/kreier/location24/commit/ec0d2beb2dd58127ea2eddc239f33f83e2d9f3d9",18
"[kreier/homelab] Fix formatting and headings in README.md","https://github.com/kreier/homelab/commit/85bd678bf7091b31ade575064bce455984ce6312",14
"[kreier/homelab] added details of the setup","https://github.com/kreier/homelab/commit/90a51e3440e09cfb4fe5fdb70e0fda28355284c1",5
"[kreier/hv.io.vn] Enhance documentation with badges and server details","https://github.com/kreier/hv.io.vn/commit/cafb117ce697c186fb0b2447f2880fda389beee9",20
"[kreier/hv.io.vn] include visual of nvtop","https://github.com/kreier/hv.io.vn/commit/9e8d95fd29ef721e987e08ef1908cd4f2861b5e7",4
"[kreier/hv.io.vn] nicer layout, setup","https://github.com/kreier/hv.io.vn/commit/e0036df8bd9ae0f1a0d3456df66831ceda092787",3
"[kreier/hv.io.vn] Merge branch 'main' of https://github.com/kreier/hv.io.vn","https://github.com/kreier/hv.io.vn/commit/7daa6471c4bf07ea83e51f409c4e83ae00130236",11
"[kreier/hv.io.vn] switch to mkdocs","https://github.com/kreier/hv.io.vn/commit/a4fd601a6382c015124297ad6d6b71275c8cf721",3
"[kreier/hv.io.vn] Fix href attributes in certificate links","https://github.com/kreier/hv.io.vn/commit/2adce5cb411c0ab2d3baa66885d1ec3790f3f35a",6
"[kreier/hv.io.vn] Add hyperlinks for certificates and new links","https://github.com/kreier/hv.io.vn/commit/93c3eb17e6053684ba4e319924d0285c09ee43bf",24
"[kreier/hv.io.vn] Create CNAME","https://github.com/kreier/hv.io.vn/commit/2c3b9e4d97c01c25fa2a7018814f428b238c6c29",2
"[kreier/hv.io.vn] Delete CNAME","https://github.com/kreier/hv.io.vn/commit/f6f6c3795ffcdcbff9d167c5c8e39d8ebac54dda",2
"[kreier/hv.io.vn] Create CNAME","https://github.com/kreier/hv.io.vn/commit/df329306d49f2d27e80a0b0ce078880f0d1a56df",2
"[kreier/hv.io.vn] Delete CNAME","https://github.com/kreier/hv.io.vn/commit/2c9e5d912c2622a9ae1349c896602d7222e5feaa",2
"[kreier/hv.io.vn] Create CNAME","https://github.com/kreier/hv.io.vn/commit/349ac7b102d454a245fd0ac37927ecc12e572378",2
"[kreier/hv.io.vn] Delete CNAME","https://github.com/kreier/hv.io.vn/commit/43c82be00500bbc42cf6a1bc834505aea8ad9527",2
"[kreier/hv.io.vn] Create CNAME","https://github.com/kreier/hv.io.vn/commit/aa9afcf3d499e454aeb75de031cd08e3bfaad964",2
"[kreier/hv.io.vn] Delete CNAME","https://github.com/kreier/hv.io.vn/commit/fd16b0049a6072ce87d210e6d8ebbe858b54d82e",2
"[kreier/hv.io.vn] Create CNAME","https://github.com/kreier/hv.io.vn/commit/7403f9edd0d2f608708ed8c15152ff5a7f11ad0e",2
"[kreier/homelab] Revise GPU specs and performance details in README","https://github.com/kreier/homelab/commit/498e774c43a687e76138cff0b696786e2abd6358",27
"[kreier/homelab] updated documentation","https://github.com/kreier/homelab/commit/1b3b94792b92ec138e588a4d1edd2d7f7baec4d9",2
"[kreier/hv.io.vn] starting templates","https://github.com/kreier/hv.io.vn/commit/c4f8e212474f8465500ab9ec59a59f0e75f72105",2
"[kreier/prime] updated to CircuitPython 10.0","https://github.com/kreier/prime/commit/297749079b51de99166d1580fc1498ded0932f65",5
"[kreier/hv.io.vn] Add .DS_Store to .gitignore for Synology Diskstation","https://github.com/kreier/hv.io.vn/commit/2444ccafcd75db6b8bf9626a72e80a7a54752dee",7
"[kreier/hv.io.vn] Initial commit","https://github.com/kreier/hv.io.vn/commit/b75bcfa528689ab3c96fa9ff944fd5d3d6e40813",2
"[kreier/ml] Remove front matter from README","https://github.com/kreier/ml/commit/debd14fd674799f61aed7696c608a58dd08462c1",11
"[kreier/ml] Enhance README with Mermaid diagram and updates","https://github.com/kreier/ml/commit/4bb031def90ec055a4b2a8edc0f5ba67bcad8366",17
"[kreier/ml] Add remote theme and enable mermaid support","https://github.com/kreier/ml/commit/d96c211356e6ff7428271c56ed443b1156a95d32",7
"[kreier/ml] replace image since Anandtech main page is down in 2026","https://github.com/kreier/ml/commit/3f5b4694fef214eaf9c2d56afece490fa0968ee7",10
"[kreier/homelab] Merge branch 'main' of https://github.com/kreier/homeserver","https://github.com/kreier/homelab/commit/4ecd92cdd05d0db1e16bb67b916007f9c99d00d2",9
"[kreier/homelab] setting up pi3 and pi4 in the network","https://github.com/kreier/homelab/commit/e45616ab90b5b2a19e6dd731f34902c5304d6e05",8
"[kreier/homelab] Revise README with hardware specs and Docker setup","https://github.com/kreier/homelab/commit/83459c9bdaf849e3ec1deb5730d4d624425f3bee",32
"[kreier/homelab] visualize server-side and user-side","https://github.com/kreier/homelab/commit/c378b1ad95be356bec31fa6792b7a0c4ba3503ed",6
"[kreier/prime] updated results from Pi4 run on C","https://github.com/kreier/prime/commit/b0d8d498ebf3c925baa058e8775d1aa652e57606",7
"[kreier/homelab] Merge branch 'main' of https://github.com/kreier/homeserver","https://github.com/kreier/homelab/commit/7a9cb8526dc5b94698d9d62e3211c63f1e6ba550",9
"[kreier/homelab] traefik and certificate chain to enable https in local network","https://github.com/kreier/homelab/commit/fc737ca546ad0eed38b69501d8dae831702152af",10
"[kreier/homelab] Add Synology Diskstation to .gitignore","https://github.com/kreier/homelab/commit/0f9b857a3330bb469f095b090ead703253a985bb",5
"[kreier/homelab] Enhance README with homeserver details and setup","https://github.com/kreier/homelab/commit/a45bf5ec75a291a17e72ca62848f2a35d9ac765e",29
"[kreier/homelab] Initial commit","https://github.com/kreier/homelab/commit/6a82497302c805b8e7e0fa84a97d2448289e5529",2
"[kreier/prime] preliminary results 2026-01-30","https://github.com/kreier/prime/commit/e71f5c08b6fc07ff63c49e97438ed3e66fbafef3",5
"[kreier/prime] results from 2026-01-30","https://github.com/kreier/prime/commit/df6d8aaaccafca3bee85b55e7b492278ecef59b8",5
"[kreier/prime] run 2025-05-11 to 2025-06-29","https://github.com/kreier/prime/commit/8809df2795adb82ce9663e2d95337938a309c54b",8
"[kreier/timeline] Order deprecated to follow reference, export JavaScript matches PANDAS","https://github.com/kreier/timeline/commit/d2237b68312388d41c74cc5ce5f908224ff11562",9
"[kreier/timeline] small fixes in Spanish","https://github.com/kreier/timeline/commit/9e940a285058c0da9e307dd0c78298b8b89aafb8",4
"[kreier/bilder] organize cloud storage","https://github.com/kreier/bilder/commit/ed25d5d2ba0ba365c9afdd91ec2d87d5d4873d64",3
"[kreier/bilder] target network folder","https://github.com/kreier/bilder/commit/ca421128271dcf03bb6d5ae5b7373ea124aaa640",3
"[kreier/bilder] include support for Excel","https://github.com/kreier/bilder/commit/28598972f5e276219ea5c6970b821a6925816ac5",4
"[kreier/swagger] Create CNAME","https://github.com/kreier/swagger/commit/7e005a6ced7b4be66eb0dd43546b820a96aae394",2
"[kreier/swagger] Enhance README with badges and project details","https://github.com/kreier/swagger/commit/0763e9e56574a708b559f39f79a096f1fbdfabc1",15
"[kreier/swagger] start installation","https://github.com/kreier/swagger/commit/fae44d0955dfbe585463264851a615713292cbc0",2
"[kreier/swagger] Update .gitignore to include .DS_Store","https://github.com/kreier/swagger/commit/91cf3713576c67ab72f3cefaaf2bc0fe18ce5bb9",13
"[kreier/swagger] Initial commit","https://github.com/kreier/swagger/commit/31fd07cab1d1bad4971761525cfbf7b20895f467",2
"[kreier/picow] Create CNAME","https://github.com/kreier/picow/commit/b21ee1b0546ad049468c0991fa6a937b2182f101",2
"[kreier/picow] Merge branch 'main' of https://github.com/kreier/picow","https://github.com/kreier/picow/commit/03ab818ddfeca2781b64492845f73420b246af41",9
"[kreier/picow] prepare for kreier.eu.org","https://github.com/kreier/picow/commit/537b68589b4877236e13dc03c8c9b293e0ceec95",5
"[kreier/picow] Delete CNAME","https://github.com/kreier/picow/commit/76a14a87d4219c98f5841faf388c73b3d1f355c4",2
"[kreier/picow] Revise README with project title and badges","https://github.com/kreier/picow/commit/707e3e62152c3e68a2b436df6f3413298a1eb60c",19
"[kreier/picow] Create CNAME","https://github.com/kreier/picow/commit/9634c9ec23005bde90a1167754693c162096ee1a",2
"[kreier/igshcmc] Create CNAME","https://github.com/kreier/igshcmc/commit/f88fc38e6b8c65efe7117028eed91dfc41016f08",2
"[kreier/igshcmc] old saiht.org page from 2010","https://github.com/kreier/igshcmc/commit/1bfb3b94d8ad0c41c08299ee3a28a3dd91c1dce5",6
"[kreier/igshcmc] starting framework","https://github.com/kreier/igshcmc/commit/ec864d6bf44df298297ecdc037c43f309da06b2c",2
"[kreier/igshcmc] Initial commit","https://github.com/kreier/igshcmc/commit/404b6cd680d6b7539eea87d114105d3b35e07b94",2
"[kreier/tl] simplified html, new folder","https://github.com/kreier/tl/commit/6ae25e0be4ba3560915c4959376eaa85d5159977",4
"[kreier/tl] extract CSS and JS from HTML file","https://github.com/kreier/tl/commit/3317e5c24a6bf666a6d8db7efd69e69652f7c962",7
"[kreier/timeline] render special characters","https://github.com/kreier/timeline/commit/f4c92f0d6dbc20c1ff130eb33ac87c63240d68b3",3
"[kreier/tl] convert pdf to svg, rasterized images downsampled to 300 dpi","https://github.com/kreier/tl/commit/701b449d9e3115f76418f71837b78cc22505b358",32
"[kreier/statistics-diary] Change commit message for update workflow","https://github.com/kreier/statistics-diary/commit/23c3a4226c9ac6ec5f4bcda8e1dfb563f7f31751",6
"[kreier/quartz] Quartz sync: Jan 20, 2026, 1:35 AM","https://github.com/kreier/quartz/commit/974ccdf59cb9dc7b2bcc0ed675fa11806d1f5ff4",8
